,x,y,z
15315,0.04,0.05,1.0
272,0.04,0.03,1.0
18036,0.04,0.03,1.0
10143,0.04,0.05,1.0
3778,0.04,0.03,1.0
2386,0.12,0.020000000000000004,0.88
12589,0.03,0.05,1.0
7773,0.03,0.04,1.0
10471,0.04,0.04,1.0
922,0.04,0.03,1.0
4972,0.02,0.04,1.01
9567,0.04,0.03,1.0
747,0.04,0.03,1.0
8584,0.06,0.04,0.96
3721,0.04,0.03,1.0
10136,0.04,0.05,1.0
12171,0.04,0.02,1.0
14713,0.04,0.02,1.0
13300,0.21,-0.0,1.06
12280,0.37,0.17,0.79
9631,0.04,0.02,1.0
7130,0.02,0.02,1.01
6094,0.04,0.02,1.0
14787,0.04,0.02,1.0
11792,0.04,0.02,1.0
16366,0.04,0.05,1.01
16087,0.03,0.04,1.0
9658,0.0,0.16,1.0
15806,0.04,0.04,1.0
10733,0.09,0.01,0.92
1916,0.04,0.05,1.0
19747,0.04,0.05,1.01
600,0.01,0.03,1.03
4112,0.02,-0.05,0.95
6022,0.03,0.48,0.96
1655,0.04,0.04,1.01
14801,0.04,0.02,1.0
9066,0.04,0.02,1.01
1897,0.03,0.05,1.0
16553,0.04,0.05,1.01
19273,0.04,0.04,1.01
13270,0.04,0.05,1.0
15376,0.04,0.04,1.0
7193,0.01,-0.01,1.01
4662,0.04,0.04,1.0
262,0.04,0.03,1.0
375,0.04,0.03,1.01
1970,0.03,0.05,1.0
4188,0.04,0.05,1.0
1468,0.04,0.05,1.0
6204,0.04,-0.01,1.0
1245,0.04,0.04,1.0
9065,0.04,0.02,1.0
17816,0.09,-0.17,1.02
13879,0.04,0.03,1.0
943,0.04,0.02,1.0
15498,0.04,0.05,1.0
10940,0.04,0.04,1.01
3467,0.04,0.03,1.0
2664,0.03,0.06,1.01
12613,0.04,0.05,1.01
12451,0.04,0.02,1.0
19629,0.03,0.05,1.01
15762,0.04,0.04,1.0
5782,0.04,0.03,1.0
14755,0.04,0.02,1.0
7278,0.04,0.05,1.0
2834,0.04,0.02,1.0
4599,0.04,0.05,1.0
16193,0.03,0.05,1.0
17088,0.08,-0.12,1.02
8041,0.04,0.04,1.01
298,0.09,0.02,0.96
10434,0.04,0.04,1.0
18035,0.04,0.03,1.0
4024,0.04,0.05,1.0
14928,0.05,-0.03,0.95
8904,0.04,0.02,1.0
13127,0.05,0.07,1.02
2039,0.04,0.05,1.0
4290,0.04,0.04,1.0
11908,0.06,0.0,1.07
14757,0.04,0.03,1.0
11556,0.04,0.03,1.0
16066,0.0,0.05,1.01
11703,0.04,0.02,1.0
1501,0.04,0.05,1.0
3657,0.04,0.03,1.0
19746,0.04,0.05,1.01
9963,0.04,0.05,1.0
9378,0.03,0.03,1.0
7568,0.04,0.03,1.0
7911,0.04,0.04,1.01
16422,0.03,0.05,1.01
13945,0.04,0.02,1.0
4346,0.04,0.05,1.0
242,0.03,0.18,1.09
3240,0.04,0.02,1.0
1647,0.04,0.04,1.0
8184,0.04,0.04,1.01
17660,0.04,0.03,1.0
6089,0.04,0.03,1.0
12494,0.04,0.04,1.0
16703,0.16,0.07,0.99
15390,0.08,-0.17,1.0
5669,0.02,0.06,1.02
2080,0.04,0.05,1.0
4372,-0.03,0.02,0.97
8323,0.04,0.03,1.0
10210,0.04,0.05,1.0
6545,0.04,0.03,1.0
9321,0.04,0.02,1.0
17501,0.05,0.02,1.0
11709,0.04,0.02,1.0
4198,0.05,-0.28,0.96
15545,0.04,0.04,1.0
19639,0.03,0.04,1.01
19278,0.04,0.05,1.01
19164,0.18,0.23,0.96
7477,0.04,0.04,1.0
14949,0.04,0.02,1.0
13844,0.04,0.04,1.01
18268,-0.05,0.24,1.02
4339,0.04,0.05,1.0
8631,-0.29,0.26,1.04
9951,0.04,0.04,1.0
10701,0.04,0.04,1.0
2802,0.06,-0.38,0.86
4942,0.09,-0.32999999999999996,0.91
5332,0.04,0.04,1.01
1989,0.04,0.05,1.0
4072,0.04,0.04,1.0
8659,0.04,0.03,1.01
13368,0.04,0.05,1.0
11028,0.04,0.05,1.01
325,0.03,0.03,1.0
12011,0.04,0.02,1.0
8784,-0.06,0.0,1.01
7069,0.13,0.39,0.9
16696,0.1,0.29,0.87
4315,0.03,-0.17,0.91
2241,0.01,0.08,1.02
5667,0.03,0.03,1.0
4901,0.04,0.04,1.0
10130,0.06,0.03,0.89
8284,0.03,0.04,1.0
1270,0.07,0.02,0.94
866,0.04,0.03,1.0
5342,0.04,0.04,1.01
2257,0.04,0.05,1.01
6599,0.05,0.02,1.0
7664,0.0,0.08,0.92
14772,0.02,-0.02,1.01
7763,0.01,0.05,1.0
371,0.04,0.03,1.0
16041,0.03,0.04,1.0
19510,0.04,0.05,1.01
8856,0.04,0.03,1.0
610,0.04,0.03,1.0
4990,0.04,0.04,1.01
18327,0.03,0.17,1.07
10002,0.02,0.0,0.97
18804,0.04,0.04,1.0
17311,0.04,0.03,1.0
6486,0.04,0.03,1.0
16739,0.04,0.03,1.0
2369,0.04,0.05,1.01
13063,0.04,0.04,1.0
8651,0.04,0.03,1.0
7929,0.03,0.04,1.01
10270,0.04,0.05,1.0
12130,0.01,0.09,1.0
3980,0.04,0.05,1.0
16313,0.03,0.08,0.99
6069,0.04,0.02,1.01
19046,0.24,0.2,0.94
13025,0.04,0.06,1.01
17597,0.04,0.06,0.96
5481,0.03,0.05,1.01
10882,0.04,0.05,1.01
4502,0.02,-0.17,1.04
8981,-0.17,0.0,1.06
9764,0.03,0.05,1.0
663,0.04,0.03,1.0
15999,-0.0,-0.06,0.91
16699,0.13,0.29,0.96
12788,0.04,0.04,1.0
10521,0.05,0.03,1.0
2800,0.05,0.01,1.02
4865,0.04,0.04,1.0
18726,0.04,0.04,1.0
14514,0.03,0.04,0.99
7977,0.03,0.04,1.01
18197,0.04,0.03,1.0
16817,0.11,0.36,1.04
6061,0.04,0.02,1.0
6756,0.05,0.41,0.84
4742,0.04,0.01,1.01
12034,0.15,0.05,1.04
5694,0.04,0.03,1.0
15558,0.04,0.05,1.0
4223,0.04,0.05,1.0
11285,0.04,0.03,1.0
8718,0.04,0.03,1.0
12666,0.04,0.05,1.0
2676,0.04,0.05,1.01
4219,0.04,0.05,1.0
15388,0.12,-0.11,0.95
279,0.04,0.03,1.0
16535,0.04,0.09,0.91
15824,0.03,0.04,1.0
9818,0.04,0.05,1.0
8282,0.03,0.05,1.01
5635,0.04,0.03,1.0
11221,0.05,0.02,1.0
18843,0.04,0.04,1.0
13367,0.04,0.04,1.0
19219,0.16,0.19,0.88
4424,0.04,0.04,1.0
19161,0.22,0.23,0.98
5272,0.03,0.05,1.0
6336,0.04,0.02,1.0
4000,0.05,-0.18,0.94
14922,0.1,0.2,0.98
11459,0.09,0.1,1.02
9813,0.04,0.05,1.0
13994,0.04,0.02,1.0
5033,0.04,0.05,1.01
15285,0.04,-0.1,0.93
6031,0.0,0.11,1.05
16021,0.03,0.04,1.0
13601,0.1,0.15000000000000002,1.07
6088,0.04,0.02,1.0
11848,0.04,0.03,1.0
16141,0.03,0.05,1.0
15130,0.04,0.03,1.0
7644,0.04,0.04,1.0
4893,0.04,0.04,1.01
9405,0.0,0.02,1.01
18487,0.12,-0.02,0.91
14256,0.04,0.03,1.0
1271,0.04,0.03,1.08
2355,0.03,0.05,1.01
9845,0.03,0.06,0.99
10847,0.04,0.04,1.01
1386,0.04,0.05,1.01
17658,0.04,0.02,1.0
10203,0.09,0.05,0.98
6398,0.04,0.02,1.0
297,0.07,0.1,0.95
9721,0.04,0.05,1.0
18746,0.04,0.04,1.0
17180,0.04,0.03,1.0
14795,0.04,0.03,1.0
2081,0.04,0.05,1.0
14182,0.04,0.03,1.0
17671,0.04,0.02,1.0
2233,0.04,0.04,1.01
2887,0.04,0.02,1.0
2542,0.0,0.04,1.05
194,0.04,0.03,1.0
18244,0.04,0.05,1.0
8175,0.04,0.05,1.01
7345,0.04,0.05,1.0
8328,0.04,0.02,1.0
16820,0.14,0.11,0.78
18953,0.04,0.04,1.0
4293,0.04,0.05,1.0
7253,0.14,0.35,0.95
12295,0.04,0.03,1.0
18715,0.04,0.04,1.0
5987,0.0,0.07,0.97
7594,0.04,0.04,1.0
7484,0.04,0.04,1.0
5756,0.04,0.03,1.0
17143,0.05,0.4,1.03
320,0.04,0.02,1.0
7916,0.04,0.04,1.01
1373,0.03,0.07,1.03
19662,0.1,0.05,1.02
13747,0.03,0.04,1.01
2661,0.04,0.04,1.01
10266,0.04,0.05,1.0
19665,0.01,0.03,1.0
3523,0.04,0.02,1.0
11644,0.04,0.02,1.0
9606,-0.01,0.07,1.09
14482,0.04,0.03,1.0
16742,0.04,0.03,1.0
15808,0.03,0.04,1.0
18356,0.04,0.04,1.0
928,0.04,0.03,1.0
244,0.02,0.09,1.01
8299,0.04,0.04,1.01
9184,-0.11,0.12,1.0
143,0.03,0.03,1.0
6560,0.05,0.02,1.0
9121,0.04,0.02,1.0
2368,0.04,0.05,1.01
16358,0.05,0.5,0.92
129,0.04,0.03,1.0
1163,0.02,0.07,1.02
15566,0.08,0.1,0.94
4575,0.04,0.05,1.0
6530,0.0,0.11,0.99
287,0.04,0.03,1.0
11147,0.04,0.04,1.01
14188,0.04,0.03,1.0
5764,0.04,0.03,1.0
11435,0.04,0.03,1.0
12191,0.36,0.15,1.05
18728,0.04,0.04,1.0
15861,0.03,0.04,1.0
9774,0.04,0.04,1.0
1172,0.04,0.05,1.0
18645,0.04,0.04,1.0
11811,0.0,0.11,1.0
13944,0.04,0.03,1.0
7526,0.04,0.04,1.0
16364,0.04,0.07,1.0
18241,0.04,0.05,1.01
12852,0.04,0.05,1.0
1862,0.04,0.05,1.0
14332,0.04,0.03,1.0
15975,0.03,0.04,1.0
16838,0.04,0.03,1.0
7515,0.04,0.04,1.0
16112,0.02,-0.17,0.9
14338,0.04,0.02,1.0
17229,0.06,0.08,1.07
15271,0.03,0.05,1.0
3212,0.04,0.02,1.0
9665,0.04,0.03,1.0
1313,-0.02,0.0,1.12
1034,0.04,0.03,1.0
9355,0.04,0.02,1.0
15037,0.13,-0.09,1.0
7049,0.04,0.05,1.0
8815,0.04,0.02,1.0
933,0.08,0.01,0.86
692,0.04,0.03,1.0
14891,0.04,0.02,1.0
7031,0.04,0.05,1.0
1913,0.04,0.05,1.0
10175,0.04,0.05,1.01
13386,0.05,0.05,1.0
11685,0.04,0.02,1.0
18842,0.04,0.04,1.0
19337,0.03,0.04,1.01
44,0.05,0.02,1.0
4170,0.04,0.04,1.0
14844,0.04,0.02,1.0
7881,0.04,0.05,1.0
14000,0.04,0.03,1.0
4612,0.04,-0.39,0.82
3028,0.04,0.03,1.0
4210,-0.06,-0.38,0.94
10599,0.04,0.04,1.0
5326,0.04,0.05,1.0
14901,0.04,0.02,1.0
9527,0.04,0.02,1.0
8308,0.04,0.04,1.01
11667,0.38,-0.02,0.87
6967,0.04,0.04,1.0
4428,0.04,0.04,1.0
3176,0.03,0.01,1.0
17329,0.03,0.08,1.0
8870,0.04,0.03,1.0
6043,0.04,0.02,1.0
4224,0.03,0.05,1.0
14920,0.02,0.08,1.02
7693,0.04,0.04,1.01
18242,0.04,0.05,1.01
1406,0.04,0.05,1.0
3298,0.04,0.03,1.0
14269,0.04,0.03,1.0
15381,0.04,0.05,1.01
14687,0.04,0.02,1.0
971,0.09,0.06,0.86
17935,0.04,0.03,1.0
7234,-0.02,0.01,1.02
13671,0.04,0.04,1.01
10292,-0.11,0.11,0.86
11443,0.4,0.12,0.88
2888,0.04,0.02,1.0
2896,0.04,0.02,1.0
5194,0.15,-0.21999999999999997,0.75
18473,0.04,0.05,1.0
6533,0.05,0.03,1.0
16471,0.07,0.1,1.13
12844,0.04,0.04,1.0
17666,0.04,0.02,1.0
4794,0.07,-0.08,1.0
14705,0.04,0.03,1.0
17761,0.04,0.03,1.0
13534,0.04,0.04,1.01
1792,0.04,0.04,1.0
140,0.04,0.03,1.0
2063,0.04,0.05,1.0
7924,0.03,0.05,1.01
14767,0.07,-0.09,1.0
1906,0.04,0.05,1.0
5036,0.03,0.04,1.01
17431,0.03,0.0,1.2
9050,0.05,0.02,1.0
5322,0.02,0.09,1.06
7519,0.04,0.04,1.0
6431,0.03,0.64,0.84
10797,0.0,0.04,1.1
75,0.04,0.02,1.0
2350,0.03,0.05,1.01
7129,0.08,0.13,1.0
9470,0.04,0.03,1.0
9708,0.04,0.05,1.0
4916,0.03,0.05,1.01
19489,0.0,0.08,1.03
17354,0.04,0.02,1.0
14131,0.04,0.03,1.0
18015,0.04,0.03,1.0
1555,0.04,0.05,1.0
6416,0.0,0.26,1.0
9472,0.04,0.03,1.0
10129,-0.11,0.03,1.12
18270,-0.0,0.05,1.0
12897,0.04,0.04,1.0
6839,0.04,0.03,1.0
10354,0.09,0.08,1.03
16657,0.04,0.05,1.01
6203,0.04,0.02,1.0
3004,0.04,0.02,1.0
14984,0.09,-0.11,0.94
14164,0.14,-0.09,0.96
15033,0.14,-0.16,0.94
8202,0.09,0.08,1.05
17818,0.02,0.16,0.91
1623,0.04,0.05,1.0
6066,0.04,0.03,1.0
11762,0.04,0.02,1.0
11348,0.04,0.03,1.0
8810,0.04,0.03,1.0
11699,0.04,0.02,1.0
18517,0.04,0.04,1.0
14829,-0.07,-0.05,1.09
10798,-0.0,0.0,1.13
17923,0.04,0.03,1.0
15767,0.04,0.04,1.0
7516,0.04,0.04,1.0
17125,0.04,0.03,1.0
18057,0.04,0.02,1.0
19729,0.04,0.04,1.01
17681,0.04,0.03,1.0
1612,0.1,0.03,0.96
3186,0.04,0.11,0.75
2420,0.03,0.05,1.01
15857,0.03,0.04,1.0
2021,0.04,0.05,1.0
3034,0.04,0.03,1.0
2994,0.04,0.02,1.0
3360,0.03,-0.24,0.82
124,0.03,0.09,1.03
1108,0.04,0.05,1.0
1817,0.04,0.05,1.0
18670,0.08,0.21,1.02
224,0.04,0.02,1.0
13210,0.04,0.05,1.0
9898,0.06,0.03,1.03
2127,0.04,0.04,1.02
19289,0.04,0.05,1.01
15686,0.04,0.04,1.0
16924,0.04,0.03,1.0
16016,0.03,0.04,1.0
10124,-0.06,0.08,0.87
2841,0.04,0.02,1.0
2201,0.0,0.07,1.02
4302,0.05,-0.15,0.98
1218,0.02,0.04,0.99
8578,-0.29,0.02,0.91
13231,0.04,0.05,1.0
17483,0.05,0.01,1.21
726,0.04,0.02,1.0
15416,0.04,0.05,1.0
10355,0.04,0.04,1.0
809,0.03,0.03,1.0
14595,0.04,0.02,1.0
18202,0.04,0.03,1.0
17137,0.01,0.0,0.99
15612,0.04,0.05,1.0
5295,0.03,0.05,1.01
15638,0.14,-0.15,1.07
3280,0.04,0.03,1.0
4193,0.04,0.04,1.0
17192,0.04,0.03,1.0
2678,0.04,0.02,1.0
14398,0.04,0.02,1.0
10657,0.04,0.04,1.0
10647,0.04,0.04,1.0
1767,0.04,0.04,1.0
16012,0.03,0.03,1.0
608,0.04,0.02,1.0
14261,0.04,0.03,1.0
14632,0.04,0.03,1.0
15575,0.05,-0.2,1.01
3325,0.04,0.02,1.0
6258,-0.03,0.08,1.05
9530,0.04,0.02,1.0
2057,0.07,0.08,1.04
12766,0.04,0.04,1.0
3260,0.03,0.02,1.0
15715,0.04,0.04,1.0
17023,0.1,0.1,0.98
2546,0.03,0.05,1.01
1660,0.04,0.05,1.0
19107,0.23,0.51,0.98
9018,0.04,0.03,1.0
19098,0.04,0.04,1.0
9730,-0.07,0.13,0.98
2725,0.04,0.02,1.0
6975,0.04,0.05,1.0
8393,0.04,0.02,1.01
4550,0.09,-0.47,0.8
18643,0.04,0.04,1.0
7431,0.04,0.04,1.0
422,0.04,0.02,1.0
12530,0.12,0.07,1.03
5772,0.04,0.03,1.0
9968,0.04,0.04,1.0
19348,0.04,0.04,1.01
10950,0.04,0.05,1.0
2890,0.03,0.03,1.0
4327,0.04,0.05,1.0
18751,0.04,0.04,1.0
13259,0.05,0.05,1.0
5691,0.04,0.03,1.0
1003,0.04,0.02,1.01
4474,0.04,0.05,1.0
2423,0.04,0.04,1.01
17330,-0.04,-0.1,0.96
3727,0.04,0.02,1.0
7442,0.03,0.29,1.07
4058,-0.01,-0.35,0.99
963,0.04,0.03,1.0
11086,0.04,0.05,1.01
14520,0.04,0.02,1.0
11845,0.04,0.02,1.0
17820,0.03,0.14,1.0
5276,0.04,0.05,1.01
758,0.04,0.03,1.0
5769,0.04,0.03,1.0
2288,0.02,0.07,1.01
18357,0.04,0.05,1.0
16827,0.03,0.03,1.01
5206,0.04,0.04,1.01
9407,0.07,0.01,1.0
808,0.03,0.03,1.0
4128,0.04,0.04,1.0
7788,0.04,0.04,1.0
1960,0.04,0.04,1.0
12132,0.25,0.05,0.98
10553,0.04,0.05,1.0
14008,0.04,0.03,1.0
13062,0.04,0.04,1.0
19385,0.04,0.05,1.01
18017,0.04,0.02,1.0
2407,0.04,0.04,1.01
16095,0.03,0.04,1.0
1075,0.04,0.03,1.0
16343,0.04,0.05,1.01
7215,0.04,0.04,1.0
19540,0.15,0.14,1.02
11695,0.04,0.03,1.0
19808,0.04,0.04,1.01
9055,0.04,0.03,1.0
17038,0.04,0.02,1.0
16607,0.04,0.04,1.01
18348,0.04,0.05,1.0
11510,0.01,0.04,1.01
16652,0.03,0.05,1.01
17678,0.04,0.03,1.0
18243,0.03,0.05,1.0
1005,0.04,0.03,1.0
8524,0.04,0.03,1.0
19020,0.04,0.04,1.0
16349,0.05,-0.009999999999999995,0.86
8410,0.04,0.03,1.0
19329,0.04,0.04,1.01
14910,0.04,0.02,1.0
10969,-0.28,0.32,0.82
19149,0.04,0.04,1.0
5832,0.04,0.02,1.0
17853,0.04,0.03,1.0
10870,0.04,0.04,1.01
6939,0.04,0.04,1.0
18836,0.04,0.05,1.0
10031,0.04,0.05,1.0
14422,0.03,0.18,1.0
17902,0.04,0.03,1.0
987,0.04,0.02,1.0
12907,0.04,0.05,1.0
18552,0.08,-0.03,1.12
6800,0.02,0.37,0.93
17013,0.11,0.46,0.99
8205,0.01,0.0,1.08
15606,0.04,0.05,1.0
19047,0.23,0.25,0.88
14072,0.04,0.03,1.0
14662,0.11,0.31,1.11
12460,0.04,0.02,1.0
19270,0.03,0.05,1.0
10699,0.04,0.04,1.0
2467,0.04,0.04,1.01
15940,-0.0,0.29,1.05
268,0.04,0.03,1.0
8878,0.04,0.02,1.0
3733,0.11,-0.09,0.91
13404,0.04,0.04,1.01
71,0.04,0.02,1.0
10693,0.03,0.04,1.0
17958,0.05,0.16,0.97
17107,0.04,0.03,1.0
2856,0.04,0.02,1.0
4854,0.07,0.07,1.05
590,0.01,0.04,0.98
15659,0.04,0.05,1.0
14840,0.04,0.02,1.0
16463,0.1,-0.19,0.93
12373,0.3,0.07,0.91
17688,0.04,0.03,1.0
17238,0.13,0.08,1.02
16159,0.09,-0.16,0.95
3949,0.04,0.03,1.0
7585,0.04,0.04,1.0
2032,0.04,0.05,1.0
12391,0.04,0.02,1.0
9999,-0.08,-0.04,0.95
15427,0.03,0.05,1.0
18073,0.04,0.03,1.0
5923,0.05,0.06,1.0
14889,0.04,0.02,1.0
17285,0.03,0.25,0.98
14789,0.04,0.03,1.0
13118,0.04,0.04,1.0
15075,0.04,0.03,1.0
2437,0.1,0.03,0.92
16283,0.04,0.05,1.01
11153,0.04,0.05,1.01
4986,0.04,0.05,1.01
9520,0.04,0.02,1.0
14578,0.04,0.02,1.0
898,0.02,0.0,1.13
11128,0.06,0.0,1.08
18176,0.16,0.08,0.9
1589,0.04,0.04,1.0
7402,0.09,0.26,1.05
1722,0.18,0.07,0.88
6708,-0.01,0.09,1.05
3997,0.01,-0.02,1.0
9925,0.06,-0.02,0.95
17055,0.04,0.03,1.0
4192,0.04,0.05,1.0
15036,0.14,-0.09,1.02
7801,0.04,0.05,1.01
6686,0.04,0.03,1.0
892,-0.09,-0.01,1.16
14509,0.01,-0.2,0.99
18930,0.24,0.1,0.9
4248,0.02,0.06,1.0
5339,0.03,0.05,1.0
17551,0.04,0.03,1.0
14639,0.04,0.03,1.0
6452,0.04,0.03,1.0
16750,0.15,0.0,1.0
17674,0.04,0.03,1.0
16793,0.04,0.03,1.0
12549,0.04,0.05,1.0
585,0.02,0.04,1.0
13124,0.04,0.04,1.0
4163,0.03,0.2,1.04
1262,0.09,0.03,0.99
16670,0.04,0.03,1.0
310,0.04,0.03,1.0
1719,0.03,0.11,1.07
13171,0.04,0.05,1.0
6598,0.04,0.03,1.0
2056,0.09,0.13,0.94
15580,0.16,0.0,0.94
5018,0.04,0.05,1.01
4591,0.04,0.05,1.0
7355,0.04,0.04,1.0
3974,0.04,0.05,1.0
1010,-0.03,0.17,1.11
8160,0.04,0.05,1.01
18297,0.04,0.05,1.0
11824,0.24,-0.15,1.0
8230,0.03,0.05,1.01
13531,0.04,0.05,1.01
18508,0.0,0.03,1.02
9412,0.04,0.03,1.0
11213,0.04,0.03,1.0
15177,0.04,0.03,1.0
4320,-0.03,0.0,1.01
9821,0.04,0.05,1.0
90,0.04,0.02,1.0
1991,0.04,0.05,1.0
16179,0.03,0.05,1.0
17413,0.04,0.03,1.0
17341,0.1,0.43,1.01
8084,0.05,0.08,1.07
17764,0.04,0.03,1.0
11733,0.06,0.04,0.99
12722,0.04,0.05,1.0
16201,0.03,0.04,1.01
10360,0.04,0.04,1.0
7980,0.03,0.04,1.01
10766,0.04,0.04,1.01
18635,0.04,0.04,1.0
5464,0.04,0.04,1.01
2988,0.04,-0.22,1.01
14993,0.04,0.11,1.06
9155,0.04,0.02,1.0
13064,0.04,0.04,1.0
6438,0.04,0.02,1.0
2346,0.0,0.05,1.04
13449,0.03,0.05,1.02
16862,0.04,0.02,1.0
15920,0.03,0.04,1.0
16762,0.0,0.08,1.09
628,0.04,0.03,1.0
15107,0.04,0.02,1.0
17868,0.01,0.26,0.97
8389,0.04,0.03,1.0
19178,0.04,0.04,1.0
5134,0.04,0.2,1.04
18002,0.06,0.25,0.97
3847,0.04,0.02,1.0
18399,0.04,0.05,1.0
128,0.04,0.03,1.0
17680,0.04,0.03,1.0
16582,0.02,0.09,1.01
18627,0.04,0.07,1.0
4458,0.04,0.05,1.0
8104,0.04,0.05,1.01
14207,0.04,0.03,1.0
7760,0.05,0.18,1.05
2403,0.04,0.04,1.0
6964,-0.03,0.06,1.02
16040,0.02,0.04,1.0
14172,0.13,0.08,0.8
1188,0.04,0.05,1.0
15725,-0.02,0.07,1.07
12214,0.04,0.03,1.0
3475,0.04,0.02,1.0
11561,0.04,0.03,1.0
5770,0.04,0.03,1.0
10413,0.04,0.04,1.0
4531,0.04,0.04,1.0
19426,0.27,0.11,1.04
12912,0.04,0.05,1.0
10274,0.04,0.05,1.0
10746,0.04,0.04,1.0
1098,0.04,0.03,1.0
12880,0.09,0.12,0.98
7362,0.04,0.04,1.0
12767,0.04,0.05,1.0
1275,0.03,0.05,1.0
6206,0.05,0.43,1.07
14478,0.04,0.02,1.0
9828,0.04,0.05,1.0
12546,0.04,0.04,1.0
7531,0.04,0.04,1.01
10848,0.02,0.03,1.03
7324,0.04,0.05,1.0
3479,0.04,0.04,1.0
8640,-0.32,0.21,0.88
183,0.05,0.03,0.98
17578,0.04,0.03,1.0
18112,0.04,0.03,1.0
17520,0.04,0.02,1.0
15898,0.05,-0.09,0.9
16808,0.16,-0.03,1.0
7204,0.04,0.05,1.0
4897,0.04,0.04,1.01
7312,0.16,0.64,0.8
12197,0.04,0.04,1.0
12389,0.04,0.03,1.0
18248,0.03,0.05,1.0
16675,0.04,0.03,1.0
1965,0.04,0.05,1.0
5402,0.04,0.04,1.01
5280,0.04,0.04,1.01
8976,0.04,0.02,1.0
6411,0.04,0.04,1.0
10828,0.04,0.05,1.01
5761,0.04,0.03,1.0
6868,0.03,0.05,1.0
16743,0.04,0.03,1.0
12485,0.04,0.05,1.0
15866,0.04,0.04,1.0
1253,0.04,0.05,1.0
3279,0.04,0.03,1.0
3480,0.04,0.02,1.0
15447,0.09,0.09,0.97
14525,0.04,0.02,1.0
17181,0.04,0.03,1.0
18561,0.07,0.07,0.95
6979,0.04,0.05,1.0
13152,0.04,0.04,1.0
16211,0.03,0.05,1.01
8232,0.04,0.04,1.01
8382,0.04,0.03,1.0
14362,0.08,0.1,0.88
17463,0.04,0.03,1.0
19422,0.11,-0.26,0.94
14004,0.04,0.03,1.0
1053,0.04,0.03,1.0
14040,0.23,-0.02,0.88
15733,0.01,-0.26,0.98
10414,0.04,0.05,1.0
9515,0.04,0.03,1.0
11635,0.04,0.03,1.0
5132,0.12,0.31,1.04
10229,0.04,0.04,1.0
1877,0.04,0.04,1.0
14874,0.1,-0.04,0.95
10480,0.04,0.05,1.0
15480,0.04,0.05,1.0
8087,0.05,0.04,0.98
13070,0.06,0.06,1.2
10162,0.04,0.05,1.0
19128,0.04,0.04,1.0
16480,0.04,0.04,1.01
4622,0.12,-0.26,1.08
19171,0.03,0.03,0.98
10687,0.04,0.04,1.0
6360,0.04,0.03,1.0
17931,0.04,0.03,1.0
16260,0.03,0.06,1.0
17249,0.04,0.02,1.0
9777,0.04,0.05,1.0
17271,0.04,0.02,1.0
14412,0.2,0.15,1.14
4808,0.04,0.04,1.0
16595,0.04,0.05,1.01
13366,0.04,0.05,1.0
9701,0.04,0.04,1.0
4145,0.04,0.01,0.95
11282,0.04,0.02,1.0
19358,0.05,0.020000000000000004,1.0
18660,0.04,0.04,1.01
19453,0.03,0.05,1.01
14446,0.04,0.03,1.0
16477,0.04,0.04,1.01
8743,0.04,0.03,1.0
12395,0.04,0.03,1.0
14206,0.04,0.03,1.0
17863,0.12,-0.2,1.0
3204,0.04,0.02,1.0
3424,0.04,0.02,1.0
10785,0.04,0.04,1.01
1693,0.04,0.04,1.0
14540,0.04,0.03,1.0
12736,0.31,0.06,0.97
5469,0.04,0.04,1.0
15149,0.19,0.22,1.07
3429,0.04,0.02,1.0
1506,0.04,0.05,1.0
1809,0.04,0.05,1.0
4082,0.04,0.05,1.0
14975,0.11,0.17,1.0
3982,0.04,0.05,1.0
2821,0.04,0.02,1.0
17171,0.04,0.02,1.0
15608,0.04,0.05,1.0
1720,0.11,0.07,0.88
2711,0.04,0.02,1.0
1851,0.04,0.05,1.0
4835,0.04,0.04,1.0
16561,0.04,0.04,1.01
12118,0.04,0.03,1.0
7331,0.04,0.05,1.0
3565,0.04,0.02,1.0
15225,0.14,-0.08,0.97
142,0.04,0.03,1.0
15707,0.04,0.04,1.0
12783,0.04,0.05,1.0
7751,0.05,0.07,1.11
15168,0.04,0.02,1.0
14850,0.04,0.03,1.0
13284,0.05,0.05,1.0
1119,0.04,0.05,1.0
1759,0.04,0.04,1.0
498,0.09,0.01,1.01
7474,0.04,0.04,1.0
14079,0.04,0.03,1.0
872,0.04,0.02,1.0
3478,0.04,0.03,1.0
10271,0.04,0.05,1.0
8544,0.04,0.03,1.0
722,0.04,0.03,1.0
12555,0.04,0.04,1.0
12904,0.04,0.05,1.0
888,0.04,0.02,1.0
19465,0.03,0.05,1.01
16377,0.04,0.05,1.01
18818,0.25,0.11,0.98
9363,0.04,0.02,1.0
11004,0.03,0.04,1.01
9062,0.04,0.02,1.0
5265,0.04,0.04,1.01
12484,0.04,0.05,1.0
15329,0.06,0.02,0.96
15442,0.03,0.05,1.0
314,0.03,0.03,1.01
18311,0.04,0.05,1.0
18869,0.17,0.25,0.99
15297,0.02,0.05,1.0
16640,0.05,0.05,1.01
4480,0.04,0.05,1.0
6392,0.04,0.03,1.0
6750,0.04,0.02,1.0
5916,0.04,0.02,1.0
3220,0.03,0.05,1.02
2000,0.15,0.13,0.95
16541,0.04,0.05,1.01
4209,0.02,-0.51,0.81
17513,0.04,0.03,1.0
11557,0.04,0.03,1.0
336,0.04,0.03,1.0
12502,0.04,0.05,1.0
